Time,system/instance_count.gae_app.ALIGN_MEAN.REDUCE_NONE.metric.type="appengine.googleapis.com/system/instance_count" resource.type="gae_app".module_id:default.project_id:entropy-317014.version_id:20220319t154317.zone:us6.state:,system/instance_count.gae_app.ALIGN_MEAN.REDUCE_NONE.metric.type="appengine.googleapis.com/system/instance_count" resource.type="gae_app".module_id:default.project_id:entropy-317014.version_id:20220319t154317.zone:us6.state:active,system/instance_count.gae_app.ALIGN_MEAN.REDUCE_NONE.metric.type="appengine.googleapis.com/system/instance_count" resource.type="gae_app".module_id:default.project_id:entropy-317014.version_id:20220319t154317.zone:us6.state:idle,system/instance_count.gae_app.ALIGN_MEAN.REDUCE_NONE.metric.type="appengine.googleapis.com/system/instance_count" resource.type="gae_app".module_id:default.project_id:entropy-317014.version_id:20220319t154317.zone:us6.state:lameduck,system/instance_count.gae_app.ALIGN_MEAN.REDUCE_NONE.metric.type="appengine.googleapis.com/system/instance_count" resource.type="gae_app".module_id:default.project_id:entropy-317014.version_id:20220319t154317.zone:us6.state:loading,system/instance_count.gae_app.ALIGN_MEAN.REDUCE_NONE.metric.type="appengine.googleapis.com/system/instance_count" resource.type="gae_app".module_id:default.project_id:entropy-317014.version_id:20220221t213339.zone:us6.state:,system/instance_count.gae_app.ALIGN_MEAN.REDUCE_NONE.metric.type="appengine.googleapis.com/system/instance_count" resource.type="gae_app".module_id:default.project_id:entropy-317014.version_id:20220221t213339.zone:us6.state:active,system/instance_count.gae_app.ALIGN_MEAN.REDUCE_NONE.metric.type="appengine.googleapis.com/system/instance_count" resource.type="gae_app".module_id:default.project_id:entropy-317014.version_id:20220221t213339.zone:us6.state:idle,system/instance_count.gae_app.ALIGN_MEAN.REDUCE_NONE.metric.type="appengine.googleapis.com/system/instance_count" resource.type="gae_app".module_id:default.project_id:entropy-317014.version_id:20220221t213339.zone:us6.state:lameduck,system/instance_count.gae_app.ALIGN_MEAN.REDUCE_NONE.metric.type="appengine.googleapis.com/system/instance_count" resource.type="gae_app".module_id:default.project_id:entropy-317014.version_id:20220221t213339.zone:us6.state:loading,system/instance_count.gae_app.ALIGN_MEAN.REDUCE_NONE.metric.type="appengine.googleapis.com/system/instance_count" resource.type="gae_app".module_id:default.project_id:entropy-317014.version_id:20220225t193128.zone:us6.state:,system/instance_count.gae_app.ALIGN_MEAN.REDUCE_NONE.metric.type="appengine.googleapis.com/system/instance_count" resource.type="gae_app".module_id:default.project_id:entropy-317014.version_id:20220225t193128.zone:us6.state:active,system/instance_count.gae_app.ALIGN_MEAN.REDUCE_NONE.metric.type="appengine.googleapis.com/system/instance_count" resource.type="gae_app".module_id:default.project_id:entropy-317014.version_id:20220225t193128.zone:us6.state:idle,system/instance_count.gae_app.ALIGN_MEAN.REDUCE_NONE.metric.type="appengine.googleapis.com/system/instance_count" resource.type="gae_app".module_id:default.project_id:entropy-317014.version_id:20220225t193128.zone:us6.state:lameduck,system/instance_count.gae_app.ALIGN_MEAN.REDUCE_NONE.metric.type="appengine.googleapis.com/system/instance_count" resource.type="gae_app".module_id:default.project_id:entropy-317014.version_id:20220225t193128.zone:us6.state:loading,system/instance_count.gae_app.ALIGN_MEAN.REDUCE_NONE.metric.type="appengine.googleapis.com/system/instance_count" resource.type="gae_app".module_id:default.project_id:entropy-317014.version_id:20220226t112354.zone:us6.state:,system/instance_count.gae_app.ALIGN_MEAN.REDUCE_NONE.metric.type="appengine.googleapis.com/system/instance_count" resource.type="gae_app".module_id:default.project_id:entropy-317014.version_id:20220226t112354.zone:us6.state:active,system/instance_count.gae_app.ALIGN_MEAN.REDUCE_NONE.metric.type="appengine.googleapis.com/system/instance_count" resource.type="gae_app".module_id:default.project_id:entropy-317014.version_id:20220226t112354.zone:us6.state:idle,system/instance_count.gae_app.ALIGN_MEAN.REDUCE_NONE.metric.type="appengine.googleapis.com/system/instance_count" resource.type="gae_app".module_id:default.project_id:entropy-317014.version_id:20220226t112354.zone:us6.state:lameduck,system/instance_count.gae_app.ALIGN_MEAN.REDUCE_NONE.metric.type="appengine.googleapis.com/system/instance_count" resource.type="gae_app".module_id:default.project_id:entropy-317014.version_id:20220226t112354.zone:us6.state:loading,system/instance_count.gae_app.ALIGN_MEAN.REDUCE_NONE.metric.type="appengine.googleapis.com/system/instance_count" resource.type="gae_app".module_id:default.project_id:entropy-317014.version_id:20210825t121904.zone:us6.state:,system/instance_count.gae_app.ALIGN_MEAN.REDUCE_NONE.metric.type="appengine.googleapis.com/system/instance_count" resource.type="gae_app".module_id:default.project_id:entropy-317014.version_id:20210825t121904.zone:us6.state:active,system/instance_count.gae_app.ALIGN_MEAN.REDUCE_NONE.metric.type="appengine.googleapis.com/system/instance_count" resource.type="gae_app".module_id:default.project_id:entropy-317014.version_id:20210825t121904.zone:us6.state:idle,system/instance_count.gae_app.ALIGN_MEAN.REDUCE_NONE.metric.type="appengine.googleapis.com/system/instance_count" resource.type="gae_app".module_id:default.project_id:entropy-317014.version_id:20210825t121904.zone:us6.state:lameduck,system/instance_count.gae_app.ALIGN_MEAN.REDUCE_NONE.metric.type="appengine.googleapis.com/system/instance_count" resource.type="gae_app".module_id:default.project_id:entropy-317014.version_id:20210825t121904.zone:us6.state:loading,system/instance_count.gae_app.ALIGN_MEAN.REDUCE_NONE.metric.type="appengine.googleapis.com/system/instance_count" resource.type="gae_app".module_id:default.project_id:entropy-317014.version_id:20220308t082355.zone:us6.state:,system/instance_count.gae_app.ALIGN_MEAN.REDUCE_NONE.metric.type="appengine.googleapis.com/system/instance_count" resource.type="gae_app".module_id:default.project_id:entropy-317014.version_id:20220308t082355.zone:us6.state:active,system/instance_count.gae_app.ALIGN_MEAN.REDUCE_NONE.metric.type="appengine.googleapis.com/system/instance_count" resource.type="gae_app".module_id:default.project_id:entropy-317014.version_id:20220308t082355.zone:us6.state:idle,system/instance_count.gae_app.ALIGN_MEAN.REDUCE_NONE.metric.type="appengine.googleapis.com/system/instance_count" resource.type="gae_app".module_id:default.project_id:entropy-317014.version_id:20220308t082355.zone:us6.state:lameduck,system/instance_count.gae_app.ALIGN_MEAN.REDUCE_NONE.metric.type="appengine.googleapis.com/system/instance_count" resource.type="gae_app".module_id:default.project_id:entropy-317014.version_id:20220308t082355.zone:us6.state:loading,system/instance_count.gae_app.ALIGN_MEAN.REDUCE_NONE.metric.type="appengine.googleapis.com/system/instance_count" resource.type="gae_app".module_id:default.project_id:entropy-317014.version_id:20220327t203208.zone:us6.state:,system/instance_count.gae_app.ALIGN_MEAN.REDUCE_NONE.metric.type="appengine.googleapis.com/system/instance_count" resource.type="gae_app".module_id:default.project_id:entropy-317014.version_id:20220327t203208.zone:us6.state:active,system/instance_count.gae_app.ALIGN_MEAN.REDUCE_NONE.metric.type="appengine.googleapis.com/system/instance_count" resource.type="gae_app".module_id:default.project_id:entropy-317014.version_id:20220327t203208.zone:us6.state:idle,system/instance_count.gae_app.ALIGN_MEAN.REDUCE_NONE.metric.type="appengine.googleapis.com/system/instance_count" resource.type="gae_app".module_id:default.project_id:entropy-317014.version_id:20220327t203208.zone:us6.state:lameduck,system/instance_count.gae_app.ALIGN_MEAN.REDUCE_NONE.metric.type="appengine.googleapis.com/system/instance_count" resource.type="gae_app".module_id:default.project_id:entropy-317014.version_id:20220327t203208.zone:us6.state:loading,system/instance_count.gae_app.ALIGN_MEAN.REDUCE_NONE.metric.type="appengine.googleapis.com/system/instance_count" resource.type="gae_app".module_id:default.project_id:entropy-317014.version_id:20220315t195616.zone:us6.state:,system/instance_count.gae_app.ALIGN_MEAN.REDUCE_NONE.metric.type="appengine.googleapis.com/system/instance_count" resource.type="gae_app".module_id:default.project_id:entropy-317014.version_id:20220315t195616.zone:us6.state:active,system/instance_count.gae_app.ALIGN_MEAN.REDUCE_NONE.metric.type="appengine.googleapis.com/system/instance_count" resource.type="gae_app".module_id:default.project_id:entropy-317014.version_id:20220315t195616.zone:us6.state:idle,system/instance_count.gae_app.ALIGN_MEAN.REDUCE_NONE.metric.type="appengine.googleapis.com/system/instance_count" resource.type="gae_app".module_id:default.project_id:entropy-317014.version_id:20220315t195616.zone:us6.state:lameduck,system/instance_count.gae_app.ALIGN_MEAN.REDUCE_NONE.metric.type="appengine.googleapis.com/system/instance_count" resource.type="gae_app".module_id:default.project_id:entropy-317014.version_id:20220315t195616.zone:us6.state:loading,system/instance_count.gae_app.ALIGN_MEAN.REDUCE_NONE.metric.type="appengine.googleapis.com/system/instance_count" resource.type="gae_app".module_id:default.project_id:entropy-317014.version_id:20220307t142249.zone:us6.state:,system/instance_count.gae_app.ALIGN_MEAN.REDUCE_NONE.metric.type="appengine.googleapis.com/system/instance_count" resource.type="gae_app".module_id:default.project_id:entropy-317014.version_id:20220307t142249.zone:us6.state:active,system/instance_count.gae_app.ALIGN_MEAN.REDUCE_NONE.metric.type="appengine.googleapis.com/system/instance_count" resource.type="gae_app".module_id:default.project_id:entropy-317014.version_id:20220307t142249.zone:us6.state:idle,system/instance_count.gae_app.ALIGN_MEAN.REDUCE_NONE.metric.type="appengine.googleapis.com/system/instance_count" resource.type="gae_app".module_id:default.project_id:entropy-317014.version_id:20220307t142249.zone:us6.state:lameduck,system/instance_count.gae_app.ALIGN_MEAN.REDUCE_NONE.metric.type="appengine.googleapis.com/system/instance_count" resource.type="gae_app".module_id:default.project_id:entropy-317014.version_id:20220307t142249.zone:us6.state:loading
Sun Feb 20 2022 16:00:00 GMT-0500 (Eastern Standard Time),undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,0.01818181818181818,1.6727272727272726,0,0.01818181818181818,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Sun Feb 20 2022 19:00:00 GMT-0500 (Eastern Standard Time),undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,0,1.4603174603174602,0,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Sun Feb 20 2022 22:00:00 GMT-0500 (Eastern Standard Time),undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,0,2.0405405405405403,0,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Mon Feb 21 2022 01:00:00 GMT-0500 (Eastern Standard Time),undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,0,1.8714285714285714,0,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Mon Feb 21 2022 04:00:00 GMT-0500 (Eastern Standard Time),undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,0,1.619047619047619,0,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Mon Feb 21 2022 07:00:00 GMT-0500 (Eastern Standard Time),undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,0,1.5909090909090908,0,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Mon Feb 21 2022 10:00:00 GMT-0500 (Eastern Standard Time),undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,0.018867924528301886,2.2641509433962264,0,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Mon Feb 21 2022 13:00:00 GMT-0500 (Eastern Standard Time),undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,0.01652892561983471,2,0,0.008264462809917356,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Mon Feb 21 2022 16:00:00 GMT-0500 (Eastern Standard Time),undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,0,1.75,0,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Mon Feb 21 2022 19:00:00 GMT-0500 (Eastern Standard Time),undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,0.03007518796992481,2.172932330827068,0,0.022556390977443608,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Mon Feb 21 2022 22:00:00 GMT-0500 (Eastern Standard Time),undefined,undefined,undefined,undefined,undefined,0,0.047619047619047616,3.5238095238095237,0,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,0,2.183098591549296,0,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Tue Feb 22 2022 01:00:00 GMT-0500 (Eastern Standard Time),undefined,undefined,undefined,undefined,undefined,0,0.012345679012345678,3.197530864197531,0,0.012345679012345678,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Tue Feb 22 2022 04:00:00 GMT-0500 (Eastern Standard Time),undefined,undefined,undefined,undefined,undefined,0,0,1.5238095238095237,0,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Tue Feb 22 2022 10:00:00 GMT-0500 (Eastern Standard Time),undefined,undefined,undefined,undefined,undefined,0,0.027777777777777776,1.6666666666666667,0,0.027777777777777776,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Tue Feb 22 2022 13:00:00 GMT-0500 (Eastern Standard Time),undefined,undefined,undefined,undefined,undefined,0,0.020833333333333332,3.0416666666666665,0,0.020833333333333332,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Tue Feb 22 2022 16:00:00 GMT-0500 (Eastern Standard Time),undefined,undefined,undefined,undefined,undefined,0,0,3.108695652173913,0,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Tue Feb 22 2022 19:00:00 GMT-0500 (Eastern Standard Time),undefined,undefined,undefined,undefined,undefined,0,0.038461538461538464,1.8076923076923077,0,0.038461538461538464,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Tue Feb 22 2022 22:00:00 GMT-0500 (Eastern Standard Time),undefined,undefined,undefined,undefined,undefined,0,0,1.5849056603773586,0,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Wed Feb 23 2022 01:00:00 GMT-0500 (Eastern Standard Time),undefined,undefined,undefined,undefined,undefined,0,0,2.0273972602739727,0,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Wed Feb 23 2022 10:00:00 GMT-0500 (Eastern Standard Time),undefined,undefined,undefined,undefined,undefined,0,0.02,2.46,0,0.02,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Wed Feb 23 2022 13:00:00 GMT-0500 (Eastern Standard Time),undefined,undefined,undefined,undefined,undefined,0,0,1.68,0,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
